@relation ASS2009
@attribute skill_ID numeric
@attribute skill_mastery numeric
@attribute ability_profile numeric
@attribute problem_difficulty numeric
@attribute correctness {1,0}
@data
31,0.764196,2,6,0
31,0.566672,2,4,0
31,0.345672,2,6,1
31,0.457807,2,3,1
31,0.574277,2,6,1
31,0.682989,2,4,1
7,0.7863,2,5,1
7,0.854544,2,4,1
10,0.621993,2,7,1
27,0.677014,2,4,0
27,0.678792,2,7,0
27,0.680563,2,4,1
27,0.680262,2,3,1
27,0.67996,2,4,1
94,0.424528,2,3,0
94,0.42608,2,4,0
94,0.427632,2,4,0
94,0.429182,2,7,0
94,0.430732,2,5,0
94,0.432282,2,5,0
94,0.43383,2,4,0
82,0.743326,2,1,1
94,0.435378,2,5,0
80,0.101652,2,1,1
50,0.101203,2,5,0
50,0.101203,2,5,1
50,0.265836,2,4,0
50,0.101652,2,3,0
50,0.101204,2,3,0
38,0.107813,0,1,1
38,0.233074,0,2,1
38,0.372688,0,1,0
80,0.694021,0,3,1
80,0.837221,0,5,1
80,0.92013,0,6,0
80,0.121287,0,3,1
80,0.295028,0,3,1
80,0.509945,0,6,1
82,0.74256,0,5,0
82,0.107452,0,2,1
82,0.250904,0,3,1
82,0.422515,0,0,1
82,0.594344,0,2,1
82,0.738313,0,2,1
82,0.841997,0,0,1
81,0.552147,0,5,0
81,0.103216,0,6,0
81,0.101207,0,4,0
81,0.101203,0,5,0
81,0.101203,7,4,0
81,0.101203,7,5,1
81,0.265836,7,5,1
81,0.477938,7,4,1
35,0.850949,7,1,1
35,0.850781,7,3,1
33,0.694888,7,0,1
33,0.812149,7,0,1
33,0.890184,7,5,1
34,0.789386,7,4,1
34,0.875659,7,1,1
33,0.93789,7,4,0
33,0.133783,7,5,1
33,0.284647,7,2,1
33,0.458897,7,4,1
42,0.439223,7,3,0
42,0.345572,7,4,0
42,0.262719,7,3,1
42,0.28955,7,3,1
42,0.317872,7,3,1
42,0.347549,7,3,0
42,0.264408,7,4,0
83,0.563882,7,2,1
42,0.195417,7,5,1
42,0.217596,7,5,1
42,0.241453,7,4,1
83,0.748754,7,4,0
83,0.106337,7,3,1
83,0.273399,7,1,1
83,0.486371,7,3,1
83,0.688732,7,4,1
83,0.83389,7,3,1
54,0.351852,7,6,1
99,0.551601,7,2,1
99,0.662713,7,2,1
99,0.758318,7,4,0
99,0.558721,7,4,1
64,0.56,7,4,0
64,0.56167,7,5,0
99,0.669123,7,4,0
43,0.521959,7,2,1
43,0.680633,7,1,1
39,0.552876,7,3,1
97,0.703549,7,2,0
97,0.104548,7,4,0
97,0.101175,7,6,1
97,0.297891,7,5,1
97,0.562955,7,1,1
97,0.78641,7,4,1
97,0.911625,7,5,1
57,0.730159,7,1,1
31,0.602689,7,2,1
31,0.707827,7,6,0
49,0.385714,7,4,0
49,0.10213,7,4,0
49,0.101205,7,5,0
45,0.559615,7,5,0
82,0.908805,7,3,1
48,0.234637,7,7,1
50,0.621212,7,4,1
31,0.494394,2,3,1
31,0.609681,2,7,0
31,0.38681,2,6,1
31,0.502002,2,6,1
31,0.616894,2,4,1
31,0.720014,2,3,1
31,0.804165,2,4,1
31,0.867661,2,4,1
49,0.101203,2,5,0
50,0.78947,2,5,1
49,0.101203,2,4,1
49,0.265836,2,5,1
49,0.477938,2,5,1
49,0.681824,2,4,1
49,0.829509,2,3,1
52,0.423592,2,6,0
100,0.532567,2,3,0
100,0.535521,2,0,1
100,0.535364,2,0,1
100,0.535207,2,0,1
100,0.535051,1,4,0
99,0.449461,1,5,0
99,0.248222,1,3,1
99,0.345594,1,2,1
99,0.457721,1,3,1
99,0.574193,1,4,0
99,0.352633,1,3,1
99,0.465411,1,5,0
99,0.260373,1,1,1
99,0.3602,1,3,1
99,0.473618,1,5,1
99,0.589724,1,0,1
99,0.69657,1,2,1
99,0.785674,1,5,0
99,0.596625,1,3,1
99,0.702577,1,5,1
99,0.790447,1,2,1
100,0.538,1,5,0
100,0.540944,1,0,1
100,0.540783,1,0,1
100,0.540622,1,0,1
100,0.540461,1,4,0
100,0.5434,1,0,1
100,0.543237,1,2,0
100,0.546172,1,0,1
100,0.546007,1,4,1
64,0.563338,1,4,0
64,0.565003,1,3,0
95,0.830435,1,2,1
96,0.489655,1,6,0
94,0.424528,1,4,0
96,0.491414,1,1,0
96,0.493171,1,4,0
5,0.755187,1,2,1
8,0.506631,1,7,1
8,0.539725,1,2,1
8,0.572446,1,1,1
8,0.604522,1,2,1
8,0.635705,1,6,0
3,0.686047,1,5,0
3,0.687793,1,3,0
8,0.540284,1,4,0
21,0.655172,1,5,0
21,0.656645,1,2,1
21,0.656237,1,2,1
21,0.655829,1,3,1
7,0.671739,1,5,0
7,0.452388,1,2,1
43,0.802093,1,4,0
43,0.11004,1,0,1
43,0.254268,1,7,1
43,0.426205,1,5,0
43,0.10267,1,0,1
43,0.244658,1,2,1
43,0.415627,1,6,1
43,0.588037,1,0,1
43,0.733446,1,2,0
80,0.105068,0,6,1
80,0.271536,0,4,1
80,0.484303,0,3,0
80,0.102689,0,5,0
80,0.101206,0,3,1
80,0.265841,0,3,1
83,0.563882,0,2,0
83,0.103323,0,2,1
83,0.268968,0,2,1
83,0.481443,0,3,1
31,0.602689,0,6,0
31,0.379898,0,2,0
31,0.198732,0,1,1
31,0.284152,0,3,1
31,0.388262,0,1,1
45,0.559615,0,2,0
43,0.521959,0,4,0
50,0.621212,0,7,0
35,0.850949,0,2,0
35,0.85236,0,2,0
35,0.853761,7,4,1
35,0.853595,7,3,1
35,0.853429,7,1,1
50,0.103945,7,3,0
80,0.477944,7,4,0
80,0.102646,7,4,0
80,0.101206,7,4,1
80,0.265841,7,3,1
80,0.477944,7,3,1
7,0.671739,7,3,1
7,0.765688,7,3,1
45,0.103284,7,5,0
45,0.101207,7,5,0
45,0.101203,7,5,0
45,0.101203,7,5,0
45,0.101203,7,8,0
7,0.839171,7,1,1
7,0.892827,7,1,1
15,0.656566,7,1,0
15,0.104431,7,2,0
3,0.686047,7,2,1
3,0.685745,7,3,0
99,0.551601,7,8,0
39,0.552876,7,3,0
80,0.105068,0,3,1
80,0.271536,0,4,1
80,0.484303,0,3,1
83,0.563882,0,3,0
83,0.103323,0,2,1
83,0.268968,0,2,1
83,0.481443,0,2,1
31,0.602689,0,3,0
31,0.379898,0,1,1
31,0.494699,0,1,1
31,0.609972,0,1,1
45,0.559615,0,5,0
45,0.103284,0,4,0
45,0.101207,0,4,0
45,0.101203,0,8,0
45,0.101203,0,4,0
45,0.101203,0,4,0
97,0.703549,0,2,1
50,0.621212,0,0,1
7,0.671739,0,1,1
7,0.765688,7,1,1
7,0.839171,7,2,0
7,0.677923,7,1,1
7,0.770705,7,0,1
7,0.842936,7,3,1
7,0.895492,7,2,1
3,0.686047,7,2,1
3,0.685745,7,6,0
99,0.551601,0,5,1
120,0.696833,0,7,0
3,0.686047,0,2,1
3,0.685745,0,2,1
3,0.685444,0,5,0
96,0.489655,0,7,1
31,0.602689,0,4,1
31,0.707827,0,5,0
31,0.494394,0,3,1
31,0.609681,0,6,1
82,0.74256,0,2,1
8,0.506631,0,2,1
8,0.539725,0,3,1
33,0.812149,0,3,1
35,0.850949,0,0,1
80,0.694021,0,3,1
31,0.713844,0,4,1
31,0.799334,0,5,0
31,0.616438,0,8,0
31,0.393578,0,5,1
31,0.509105,1,5,1
31,0.623582,1,5,1
30,0.619433,1,3,0
30,0.522963,1,3,0
30,0.424858,1,5,0
30,0.33248,1,5,0
30,0.251591,1,3,1
30,0.277743,1,2,1
30,0.305434,1,4,1
8,0.572446,1,4,1
8,0.604522,1,2,1
107,0.348361,1,5,0
7,0.671739,1,3,1
7,0.765688,1,2,1
27,0.675258,1,6,0
27,0.677041,1,4,0
27,0.678819,1,1,1
27,0.678517,1,0,1
59,0.532075,1,5,1
5,0.755187,1,0,1
5,0.814535,1,0,1
33,0.890184,1,2,1
83,0.563882,1,2,0
83,0.103323,1,4,1
83,0.268968,1,4,1
83,0.481443,1,4,1
23,0.540441,1,6,1
94,0.424528,1,4,0
50,0.621212,1,2,1
99,0.662713,1,4,1
57,0.730159,1,2,1
57,0.729866,1,2,0
57,0.731447,1,2,1
57,0.731155,1,3,1
27,0.678216,1,2,0
27,0.679989,1,3,1
27,0.679688,1,3,1
99,0.758318,1,4,0
99,0.558721,1,1,1
99,0.669123,1,1,1
99,0.763558,1,1,1
26,0.675676,1,2,1
26,0.675374,1,4,0
26,0.677157,1,2,1
34,0.789386,1,0,1
31,0.7257,1,4,0
31,0.516382,1,2,1
31,0.630391,1,1,1
31,0.731455,1,1,1
31,0.813058,1,1,1
31,0.874122,1,2,0
46,0.646967,1,5,1
46,0.806842,1,4,1
46,0.903636,1,6,0
46,0.117583,1,3,0
46,0.10124,1,3,0
46,0.101203,1,3,1
46,0.265836,1,2,0
46,0.101652,1,6,1
46,0.2665,1,7,1
46,0.478683,1,7,1
46,0.682437,1,2,0
46,0.104855,1,4,1
46,0.271223,1,6,1
46,0.483955,1,3,0
46,0.102686,1,6,1
46,0.268029,1,3,1
46,0.480393,1,6,0
46,0.102663,1,3,1
46,0.267993,1,3,1
46,0.480354,1,3,1
52,0.423592,1,7,0
52,0.424982,1,6,1
52,0.424337,1,4,1
52,0.423693,1,6,1
8,0.635705,1,3,1
8,0.665773,1,2,1
80,0.837221,1,3,1
93,0.328947,1,4,0
93,0.270695,1,5,1
45,0.559615,1,3,1
34,0.875659,1,2,1
30,0.334543,1,0,1
99,0.837567,1,3,1
39,0.552876,1,4,0
42,0.439223,1,3,1
42,0.472193,1,3,1
42,0.505372,1,3,1
42,0.538474,1,3,0
49,0.385714,1,5,0
49,0.10213,1,4,0
49,0.101205,1,5,0
49,0.101203,1,4,1
49,0.265836,1,4,0
49,0.101652,1,4,1
49,0.2665,1,5,1
49,0.478683,1,5,1
49,0.682437,1,5,1
59,0.811686,1,0,1
43,0.521959,1,7,0
43,0.103453,1,5,0
43,0.10126,1,6,0
43,0.101254,1,5,0
43,0.101254,1,2,1
43,0.2428,1,4,1
43,0.413569,1,1,1
6,0.584071,1,6,0
83,0.684705,1,4,1
83,0.83134,1,4,0
83,0.109793,1,5,1
83,0.278451,1,3,1
43,0.586144,1,2,1
99,0.891689,1,5,1
28,0.683908,1,2,1
28,0.683504,1,3,1
28,0.6831,1,3,1
28,0.682695,1,4,0
5,0.861211,1,3,1
60,0.650376,1,8,0
60,0.651861,1,3,0
60,0.653341,1,7,0
58,0.669118,1,7,0
50,0.78947,1,4,0
50,0.107705,1,4,0
50,0.101217,1,4,0
50,0.101203,1,5,0
50,0.101203,1,4,0
50,0.101203,1,4,0
50,0.101203,1,3,0
50,0.101203,1,5,0
50,0.101203,1,5,0
50,0.101203,1,6,1
50,0.265836,1,4,1
50,0.477938,1,4,0
50,0.102646,1,3,0
97,0.703549,1,5,1
82,0.844854,1,3,1
83,0.491948,1,3,1
8,0.694538,1,2,1
8,0.721851,1,3,1
8,0.7476,2,6,0
8,0.666015,2,0,1
82,0.910562,2,3,1
99,0.929297,2,0,1
80,0.92013,2,6,1
61,0.678049,2,2,0
61,0.67946,2,7,0
90,0.543478,2,6,0
90,0.545587,2,2,0
90,0.547692,2,4,0
8,0.694769,2,2,1
8,0.722069,2,3,1
35,0.850781,2,1,1
30,0.364911,2,2,1
91,0.849462,2,1,1
99,0.954512,2,0,1
82,0.949841,2,1,1
81,0.552147,2,5,1
48,0.234637,2,6,0
48,0.094183,2,4,0
48,0.03468,2,6,0
48,0.0129,2,6,0
48,0.005362,2,5,0
48,0.002804,2,7,0
48,0.001942,2,7,1
48,0.004857,2,7,0
48,0.002634,2,5,1
48,0.006229,2,6,0
48,0.003097,2,8,0
48,0.00204,2,6,1
48,0.005053,2,6,1
82,0.972319,2,2,0
82,0.17374,2,4,1
82,0.333838,2,2,1
42,0.440123,2,4,1
42,0.473103,2,3,1
30,0.396342,2,1,1
38,0.695431,2,1,1
97,0.869944,2,2,1
26,0.676856,2,1,1
26,0.676554,2,8,0
26,0.678333,2,0,1
26,0.678032,2,1,1
26,0.677731,2,4,0
54,0.351852,0,6,1
3,0.686047,0,5,0
3,0.687793,0,3,0
99,0.551601,0,4,0
33,0.812149,0,0,1
96,0.489655,0,6,0
96,0.491414,0,4,0
96,0.493171,0,1,0
31,0.602689,0,3,1
31,0.707827,0,4,1
31,0.794598,0,4,1
82,0.74256,0,5,0
82,0.107452,0,0,1
82,0.250904,0,2,1
82,0.422515,0,3,1
8,0.506631,0,1,1
8,0.539725,0,2,1
33,0.890184,0,0,1
7,0.671739,0,2,1
7,0.765688,0,5,0
35,0.850949,7,3,1
80,0.694021,7,5,1
31,0.86066,7,3,1
31,0.907932,7,4,1
31,0.940277,7,6,1
31,0.961737,7,7,0
31,0.910198,7,6,1
31,0.941798,7,6,0
8,0.572446,7,4,0
64,0.56,7,4,0
64,0.56167,7,5,0
100,0.532567,7,3,0
100,0.535521,7,0,1
100,0.535364,7,0,1
100,0.535207,7,4,0
100,0.538156,7,0,1
95,0.830435,7,2,1
33,0.93789,7,4,0
33,0.133783,7,5,1
33,0.284647,7,2,1
33,0.458897,7,4,1
83,0.563882,7,3,1
99,0.332003,7,5,0
99,0.167638,7,2,1
99,0.243867,7,5,1
99,0.340313,7,3,1
94,0.424528,7,4,0
50,0.621212,7,4,1
99,0.451917,7,5,0
99,0.250073,7,3,1
99,0.347831,7,2,1
99,0.46017,7,3,1
57,0.730159,7,1,1
99,0.5766,7,0,1
34,0.789386,7,4,1
31,0.867119,7,2,1
99,0.685044,7,4,1
21,0.655172,7,2,1
21,0.654765,7,5,0
21,0.656238,7,2,1
21,0.65583,1,3,1
100,0.537997,1,0,1
100,0.537838,1,5,0
100,0.540783,1,0,1
100,0.540622,1,2,0
100,0.543561,1,0,1
100,0.543398,1,4,0
100,0.546332,1,0,1
100,0.546167,1,0,1
100,0.546001,1,4,1
64,0.563338,1,3,0
64,0.565003,1,4,0
52,0.423592,1,6,0
8,0.474225,1,2,1
99,0.776449,1,2,1
80,0.837221,1,3,1
45,0.559615,1,5,0
34,0.875659,1,1,1
99,0.847229,1,4,0
39,0.552876,1,3,1
42,0.439223,1,3,0
42,0.345572,1,3,1
42,0.376356,1,4,0
42,0.289313,1,3,1
42,0.317624,1,3,1
49,0.385714,1,4,0
49,0.10213,1,4,0
49,0.101205,1,5,0
49,0.101203,1,3,1
49,0.265836,1,4,1
49,0.477938,1,5,0
49,0.102646,1,5,1
49,0.267969,1,5,1
49,0.480327,1,4,1
43,0.521959,1,2,1
83,0.748754,1,4,1
43,0.680633,1,1,1
99,0.69108,1,3,1
99,0.781292,1,4,0
99,0.590396,1,5,1
99,0.697157,1,1,1
99,0.786142,1,3,1
99,0.854426,1,5,0
5,0.755187,1,2,1
50,0.78947,1,5,1
97,0.703549,1,5,1
82,0.594344,1,0,1
83,0.870508,1,2,1
83,0.93759,1,1,1
83,0.970959,1,4,0
83,0.157452,1,3,1
83,0.345055,1,3,1
8,0.507408,1,7,1
82,0.738313,1,2,1
99,0.703051,1,2,1
80,0.92013,1,6,0
80,0.121287,1,3,1
80,0.295028,1,3,1
80,0.509945,1,6,1
8,0.540496,1,6,0
35,0.850781,1,1,1
99,0.790823,1,2,1
82,0.841997,1,2,1
81,0.552147,1,5,0
81,0.103216,1,6,0
81,0.101207,1,4,0
81,0.101203,1,5,0
81,0.101203,1,5,1
81,0.265836,1,5,1
81,0.477938,1,4,1
81,0.681824,1,4,0
48,0.234637,1,7,1
82,0.908805,1,3,1
42,0.347289,1,3,0
42,0.264186,1,5,1
42,0.291104,1,4,1
42,0.319506,1,5,1
42,0.349254,1,4,0
38,0.695431,1,1,1
38,0.788669,1,2,0
38,0.112082,1,2,1
38,0.238066,1,1,0
97,0.869944,1,2,0
97,0.110928,1,4,0
97,0.101187,1,6,1
97,0.297911,1,1,1
97,0.562977,1,4,1
97,0.786424,1,5,1
83,0.563882,0,2,1
82,0.74256,0,2,1
83,0.748754,0,2,1
43,0.521959,0,3,1
81,0.740051,0,7,1
38,0.695431,0,1,1
80,0.694021,0,4,1
80,0.837221,0,2,1
80,0.92013,0,4,1
82,0.844854,0,3,0
82,0.113104,0,3,1
82,0.258239,0,3,1
82,0.430542,0,3,1
18,0.86166,0,0,1
56,0.833747,0,0,1
46,0.646967,0,3,1
81,0.865354,0,3,0
81,0.112431,0,7,1
81,0.282286,0,5,1
83,0.870508,0,5,1
83,0.93759,1,3,1
38,0.788669,1,1,1
38,0.857717,1,2,0
38,0.118767,1,2,1
38,0.245847,1,2,1
38,0.386169,1,2,1
38,0.525982,1,2,1
33,0.694888,1,3,1
31,0.602689,1,1,1
31,0.707827,1,1,1
31,0.794598,1,1,1
31,0.86066,1,2,1
31,0.907932,1,5,0
31,0.799086,1,6,1
23,0.540441,1,7,0
45,0.559615,1,4,0
45,0.103284,1,4,1
45,0.268909,1,3,1
45,0.481377,1,6,1
79,0.778571,1,2,1
39,0.552876,1,3,1
82,0.601638,1,1,1
82,0.743906,1,1,1
57,0.730159,1,5,1
48,0.234637,1,4,1
54,0.351852,1,3,0
54,0.268095,1,6,0
54,0.198389,1,2,1
54,0.220801,1,1,1
54,0.244889,1,5,0
54,0.179812,1,6,1
54,0.200724,1,5,0
54,0.145293,1,6,1
54,0.163146,1,6,1
54,0.182625,1,4,1
80,0.962497,1,4,1
82,0.845757,1,2,1
82,0.911117,1,1,1
80,0.98277,1,2,1
42,0.439223,1,4,0
42,0.345572,1,4,1
42,0.376356,1,5,1
42,0.408121,1,5,1
42,0.440628,1,5,0
42,0.346861,1,3,0
42,0.26382,1,3,1
42,0.290716,1,2,1
42,0.319099,1,3,1
43,0.680633,1,2,1
43,0.802093,1,1,1
82,0.950164,1,0,1
33,0.812149,1,7,0
33,0.110637,1,6,1
33,0.255043,1,2,1
33,0.427053,1,4,1
33,0.598475,1,1,1
34,0.789386,1,1,1
34,0.875659,1,1,1
34,0.929246,1,2,1
34,0.960624,1,1,1
34,0.978364,1,2,1
34,0.988197,1,2,1
34,0.993586,1,5,1
34,0.996522,1,1,1
7,0.671739,1,3,1
52,0.423592,1,5,1
4,0.579365,1,5,0
4,0.581003,1,6,1
4,0.580611,1,2,0
4,0.582246,1,1,1
4,0.581853,1,2,1
4,0.581461,1,9,0
4,0.583095,1,6,0
4,0.584725,1,3,0
107,0.348361,1,6,0
107,0.244595,1,9,0
107,0.164236,1,2,0
107,0.106868,1,6,0
62,0.447059,1,7,1
107,0.068251,1,8,0
107,0.043273,1,8,0
107,0.027532,1,1,1
107,0.038962,1,4,0
107,0.024847,1,5,0
107,0.016122,1,8,0
107,0.010778,1,3,0
107,0.007523,1,4,0
46,0.806842,1,2,1
38,0.651731,1,2,1
80,0.992164,1,4,0
80,0.282954,1,3,1
80,0.496883,1,4,1
80,0.697235,1,3,1
81,0.496153,1,4,1
83,0.970959,1,5,1
83,0.986714,1,4,1
83,0.99397,1,5,1
83,0.997273,1,4,1
83,0.998769,1,2,1
38,0.754831,1,2,0
38,0.110163,1,2,1
38,0.235823,1,2,1
38,0.375601,1,2,1
33,0.741485,1,2,1
31,0.863951,1,3,1
31,0.910223,1,1,1
31,0.941815,1,2,1
31,0.962744,1,1,1
31,0.976334,1,2,1
31,0.985043,1,7,1
45,0.684651,1,8,0
45,0.104894,1,3,1
45,0.271281,1,2,1
45,0.484019,1,6,1
79,0.887782,1,3,1
39,0.705764,1,5,1
82,0.972501,1,4,1
82,0.984963,1,9,0
82,0.227771,1,2,1
82,0.396757,1,2,1
82,0.570526,1,9,1
57,0.729866,1,5,1
48,0.379829,1,5,0
48,0.171309,1,6,1
48,0.292442,1,5,0
48,0.122677,1,5,1
48,0.218686,1,4,0
49,0.385714,1,5,0
49,0.10213,1,3,1
49,0.267207,1,4,0
48,0.086772,1,7,1
49,0.101656,1,5,1
49,0.266507,1,5,1
49,0.47869,1,5,1
54,0.203771,1,6,1
54,0.2266,1,2,1
54,0.251097,1,2,1
54,0.277218,1,3,1
82,0.719777,1,2,1
82,0.829398,1,1,1
80,0.839235,1,4,1
42,0.348829,1,4,0
42,0.265504,1,4,1
42,0.292499,1,3,1
42,0.320973,1,4,1
42,0.350783,1,2,1
42,0.381751,1,2,1
43,0.883802,1,1,1
83,0.563882,0,2,1
83,0.748754,0,3,1
43,0.521959,0,3,0
43,0.103453,0,4,1
43,0.245683,0,5,0
43,0.101733,0,2,1
43,0.243429,0,2,1
81,0.740051,0,4,1
38,0.695431,0,3,0
38,0.107813,0,1,1
38,0.233074,0,1,1
38,0.372688,0,3,1
80,0.694021,0,2,1
82,0.74256,0,0,1
43,0.414266,0,3,1
82,0.844854,0,4,0
82,0.113104,0,3,1
82,0.258239,0,2,1
82,0.430542,0,3,1
80,0.837221,0,3,1
80,0.92013,1,4,1
37,0.606742,1,3,1
82,0.601638,1,3,1
18,0.86166,1,1,1
46,0.646967,1,5,1
38,0.513176,1,2,1
81,0.865354,1,5,1
83,0.870508,1,5,1
83,0.93759,1,3,1
38,0.640723,1,2,1
38,0.746152,1,1,1
38,0.826746,1,2,1
38,0.88475,1,2,1
33,0.694888,1,4,1
31,0.602689,1,3,1
31,0.707827,1,1,1
31,0.794598,1,3,1
31,0.86066,1,3,1
31,0.907932,1,5,0
31,0.799086,1,5,1
31,0.863951,1,4,1
31,0.910223,1,3,1
31,0.941815,1,3,1
23,0.540441,1,2,0
23,0.541893,1,7,1
45,0.559615,1,4,0
45,0.103284,1,4,0
45,0.101207,1,3,0
45,0.101203,1,6,0
45,0.101203,1,4,1
45,0.265836,1,2,1
45,0.477938,1,4,1
79,0.778571,1,4,1
39,0.552876,1,3,1
56,0.833747,1,0,1
38,0.924708,1,2,1
80,0.962497,1,3,1
81,0.934927,1,4,1
83,0.970959,1,6,0
83,0.157452,1,4,1
83,0.345055,1,5,1
83,0.561578,1,4,1
83,0.747056,1,3,1
38,0.951412,1,2,1
38,0.968899,1,2,1
38,0.980197,1,1,1
38,0.987433,1,2,1
31,0.962744,1,2,1
31,0.976334,1,5,1
31,0.985043,1,2,1
31,0.990578,1,1,1
31,0.994077,1,5,0
31,0.985439,1,5,1
31,0.990829,1,3,1
31,0.994236,1,4,1
31,0.996381,1,5,1
45,0.681824,1,3,0
45,0.104844,1,3,1
45,0.271207,1,6,1
45,0.483937,1,4,1
79,0.887782,1,4,1
39,0.705764,1,3,1
82,0.743906,1,2,0
120,0.696833,1,6,0
104,0.608187,1,4,1
49,0.385714,1,4,0
49,0.10213,1,5,0
49,0.101205,1,4,1
49,0.265839,1,4,1
49,0.477942,1,5,1
13,0.543478,1,5,0
13,0.589534,1,4,1
13,0.534015,1,9,0
13,0.580295,1,5,0
13,0.625175,1,5,1
4,0.579365,1,2,0
14,0.582192,1,1,1
14,0.762077,1,2,1
67,0.708333,1,1,1
67,0.708035,1,0,1
22,0.975904,1,0,1
93,0.328947,1,5,0
82,0.107498,1,1,1
82,0.250963,1,0,1
57,0.730159,1,1,1
48,0.234637,1,7,0
48,0.094183,1,6,0
48,0.03468,1,6,0
48,0.0129,1,4,1
48,0.026353,1,6,1
49,0.681827,1,5,0
49,0.104844,1,4,0
49,0.101211,1,5,1
49,0.265848,1,4,0
49,0.101652,1,5,1
49,0.2665,1,5,1
49,0.478683,1,4,1
8,0.539725,0,4,1
81,0.552147,0,4,1
83,0.563882,0,2,1
82,0.74256,0,1,1
83,0.748754,0,3,1
43,0.521959,0,4,1
81,0.740051,0,4,1
38,0.695431,0,2,1
80,0.694021,0,4,1
82,0.844854,0,2,1
82,0.910562,0,3,1
80,0.837221,0,3,1
80,0.92013,0,5,1
82,0.949841,0,2,1
18,0.86166,0,3,0
18,0.864163,0,2,1
18,0.864038,0,0,1
18,0.863913,0,0,1
35,0.850949,0,1,1
33,0.694888,0,1,1
82,0.972319,1,2,1
97,0.703549,1,1,1
120,0.696833,1,2,1
93,0.328947,1,5,1
22,0.975904,1,0,1
30,0.619433,1,2,1
7,0.671739,1,0,1
7,0.765688,1,3,1
7,0.839171,1,1,1
7,0.892827,1,1,1
7,0.930071,1,1,1
7,0.955023,1,1,1
38,0.788669,1,3,1
38,0.857717,1,1,1
81,0.865354,1,5,0
81,0.112431,1,7,1
81,0.282286,1,5,1
81,0.496153,1,4,1
83,0.870508,1,4,1
83,0.93759,1,1,1
38,0.906265,1,1,1
38,0.939168,1,2,1
38,0.960916,1,2,1
38,0.975054,1,2,1
38,0.984145,1,1,0
38,0.255549,1,2,1
38,0.39632,1,2,1
38,0.535543,1,2,1
38,0.659885,1,2,1
38,0.76122,1,2,1
33,0.812149,1,6,1
31,0.602689,1,1,1
31,0.707827,1,4,1
31,0.794598,1,2,1
31,0.86066,1,2,1
31,0.907932,1,6,0
31,0.799086,1,5,1
31,0.863951,1,3,1
31,0.910223,1,8,1
31,0.941815,1,3,1
23,0.540441,1,10,0
23,0.541893,1,0,1
45,0.559615,1,4,0
45,0.103284,1,2,1
45,0.268909,1,3,1
45,0.481377,1,8,1
79,0.778571,1,4,1
39,0.552876,1,3,1
82,0.984862,1,2,1
82,0.991763,1,3,1
57,0.730159,1,1,1
48,0.234637,1,7,0
48,0.094183,1,7,0
48,0.03468,1,7,1
48,0.067735,1,8,1
48,0.127335,1,8,0
49,0.385714,1,5,1
49,0.600809,1,5,1
49,0.775313,1,4,1
54,0.351852,1,3,1
54,0.382857,1,1,1
54,0.414796,1,5,1
54,0.447424,1,6,1
54,0.480473,1,1,1
80,0.962497,1,2,1
82,0.995531,1,8,1
82,0.997578,1,4,1
80,0.98277,1,4,1
42,0.439223,1,4,0
42,0.345572,1,4,1
42,0.376356,1,5,0
42,0.289313,1,4,1
42,0.317624,1,5,1
42,0.347289,1,4,1
42,0.378134,1,2,1
42,0.409948,1,1,1
43,0.680633,1,1,1
43,0.802093,1,6,0
43,0.11004,1,4,1
43,0.254268,1,4,1
43,0.426205,1,4,1
82,0.998689,1,2,1
33,0.890184,1,3,1
33,0.93789,1,2,1
33,0.965556,1,1,1
34,0.789386,1,1,1
34,0.875659,1,2,1
34,0.929246,1,1,1
34,0.960624,1,1,1
34,0.978364,1,2,0
34,0.192515,1,1,1
34,0.356154,1,1,1
34,0.531646,1,1,1
34,0.688589,1,2,1
34,0.807721,1,1,1
34,0.887381,1,1,1
35,0.850781,1,3,1
35,0.850612,1,2,1
35,0.850444,1,0,1
35,0.850276,1,4,0
35,0.851693,1,2,1
35,0.851525,1,3,1
35,0.851358,1,5,0
35,0.852766,1,4,1
98,0.561086,1,3,1
97,0.869944,1,3,1
98,0.746693,1,3,1
98,0.869291,1,4,1
47,0.808429,1,0,1
47,0.88783,1,2,1
47,0.936496,1,1,1
47,0.964763,1,1,1
47,0.980671,1,2,1
45,0.684651,1,4,1
55,0.571429,1,3,1
50,0.621212,1,3,1
50,0.78947,1,4,1
50,0.893953,1,5,1
50,0.94952,1,4,1
37,0.606742,1,2,1
51,0.533333,1,2,1
53,0.586592,1,2,1
53,0.732326,1,2,1
53,0.83795,1,1,1
53,0.906308,1,3,1
53,0.947363,1,5,1
50,0.976654,1,2,1
50,0.98935,1,2,1
50,0.995173,1,1,1
50,0.997818,1,1,1
50,0.999015,1,1,1
57,0.729866,1,1,1
50,0.999556,1,6,1
49,0.885922,1,6,0
49,0.114777,1,3,1
45,0.831306,1,7,1
45,0.916961,1,5,1
47,0.989465,1,0,1
40,0.754491,1,3,1
40,0.754274,1,2,1
40,0.754056,1,2,1
40,0.753839,1,1,1
40,0.753621,1,2,1
83,0.970959,1,5,0
83,0.157452,1,4,1
83,0.345055,1,4,1
83,0.561578,1,4,1
80,0.992164,1,3,1
52,0.423592,1,8,0
52,0.424982,1,4,0
52,0.426371,1,8,0
52,0.427759,1,4,1
52,0.427109,1,0,1
52,0.426461,1,3,1
52,0.425813,1,4,0
52,0.427201,1,4,1
